_id,trimestre,pais,tipo_de_mercado,servicio,concepto,operador,tipo_de_ingreso,tipo_de_paquete,unidades,ingresos,ingresos_por_operador,empleados_por_operador,paquetes
2610,2021T4,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,156263.0
2611,2021T4,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,2057197.0
2612,2021T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,99469.0
2613,2021T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6987677.0
2614,2021T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,5514432.0
2615,2021T4,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,11.63,,
2616,2021T4,España,Servicio mayorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,83.26,,
2617,2021T4,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,1246.96,,
2618,2021T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,198.63,,,
2619,2021T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,261.52,,,
2620,2021T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,733.46,,,
2621,2021T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,159.73,,,
2622,2021T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,488.43,,,
2623,2021T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,490.69,,,
2624,2021T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,40.13,,,
2625,2021T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,83.15,,,
2626,2021T4,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,428.85,,
2627,2021T4,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,431.83,,
2628,2021T4,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,253.21,,
2629,2021T4,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,93.41,,
2630,2021T4,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,655.42,,
2631,2021T4,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2527.24,,
2632,2021T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1131.03,,,
2633,2021T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1130.27,,,
2634,2021T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,290.86,,,
2635,2021T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,545.86,,,
2636,2021T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1060.15,,,
2637,2021T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,0.98,,,
2638,2021T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,388.01,,,
2639,2021T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,974.48,,,
2640,2021T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,578.68,,,
2641,2021T4,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,951.21,,
2642,2021T4,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,882.21,,
2643,2021T4,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,990.83,,
2644,2022T1,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1127.0,
2645,2022T1,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,4134.0,
2646,2022T1,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,1505.0,
2647,2022T1,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,16636.0,
2648,2022T1,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5297.0,
2649,2022T1,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,14867.0,
2650,2022T1,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6557.0,
2651,2022T1,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2381.0,
2652,2022T1,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,3953.0,
2653,2022T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,1370038.0
2654,2022T1,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,164636.0
2655,2022T1,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,2046997.0
2656,2022T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,91331.0
2657,2022T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6993175.0
2658,2022T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,5447533.0
2659,2022T1,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,11.14,,
2660,2022T1,España,Servicio mayorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,112.89,,
2661,2022T1,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,1243.79,,
2662,2022T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,190.32,,,
2663,2022T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,251.02,,,
2664,2022T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,706.83,,,
2665,2022T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,146.97,,,
2666,2022T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,484.6,,,
2667,2022T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,532.27,,,
2668,2022T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,41.84,,,
2669,2022T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,81.13,,,
2670,2022T1,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,388.79,,
2671,2022T1,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,397.25,,
2672,2022T1,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,281.13,,
2673,2022T1,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,99.68,,
2674,2022T1,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,613.49,,
2675,2022T1,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2431.96,,
2676,2022T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1142.39,,,
2677,2022T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1128.02,,,
2678,2022T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,306.67,,,
2679,2022T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,419.3,,,
2680,2022T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,874.67,,,
2681,2022T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,0.72,,,
2682,2022T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,381.4,,,
2683,2022T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,942.98,,,
2684,2022T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,503.76,,,
2685,2022T1,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,942.11,,
2686,2022T1,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,694.51,,
2687,2022T1,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,918.15,,
2688,2022T2,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1133.0,
2689,2022T2,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,4633.0,
2690,2022T2,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,1507.0,
2691,2022T2,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,16659.0,
2692,2022T2,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5273.0,
2693,2022T2,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,14974.0,
2694,2022T2,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6542.0,
2695,2022T2,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2430.0,
2696,2022T2,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,3941.0,
2697,2022T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,1467040.0
2698,2022T2,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,173158.0
2699,2022T2,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,1950593.0
2700,2022T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,87703.0
2701,2022T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,7129585.0
2702,2022T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,5381999.0
2703,2022T2,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,11.45,,
2704,2022T2,España,Servicio mayorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,115.66,,
2705,2022T2,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,1277.78,,
2706,2022T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,184.86,,,
2707,2022T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,247.67,,,
2708,2022T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,750.52,,,
2709,2022T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,146.4,,,
2710,2022T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,512.18,,,
2711,2022T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,484.86,,,
2712,2022T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,41.76,,,
2713,2022T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,83.2,,,
2714,2022T2,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,401.36,,
2715,2022T2,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,417.85,,
2716,2022T2,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,227.36,,
2717,2022T2,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,107.08,,
2718,2022T2,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,617.81,,
2719,2022T2,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2324.91,,
2720,2022T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1155.33,,,
2721,2022T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1131.1,,,
2722,2022T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,321.0,,,
2723,2022T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,317.76,,,
2724,2022T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,964.8,,,
2725,2022T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,0.79,,,
2726,2022T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,377.49,,,
2727,2022T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,907.75,,,
2728,2022T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,497.96,,,
2729,2022T2,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,934.48,,
2730,2022T2,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,800.56,,
2731,2022T2,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,889.15,,
2732,2022T3,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1116.0,
2733,2022T3,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,4819.0,
2734,2022T3,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,1488.0,
2735,2022T3,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,16671.0,
2736,2022T3,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5258.0,
2737,2022T3,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,15140.0,
2738,2022T3,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6441.0,
2739,2022T3,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2407.0,
2740,2022T3,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4011.0,
2741,2022T3,España,N/A,Datos generales,Paquetes,N/A,N/A,"Banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,1568708.0
2742,2022T3,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,171374.0
2743,2022T3,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,1998672.0
2744,2022T3,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,88561.0
2745,2022T3,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6620234.0
2746,2022T3,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,5829172.0
2747,2022T3,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,11.7,,
2748,2022T3,España,Servicio mayorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,87.66,,
2749,2022T3,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,1296.34,,
2750,2022T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,192.2,,,
2751,2022T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,277.23,,,
2752,2022T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,666.24,,,
2753,2022T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,142.35,,,
2754,2022T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,564.89,,,
2755,2022T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,542.75,,,
2756,2022T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,41.26,,,
2757,2022T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,82.45,,,
2758,2022T3,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,442.15,,
2759,2022T3,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,405.16,,
2760,2022T3,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,266.38,,
2761,2022T3,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,115.98,,
2762,2022T3,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,627.84,,
2763,2022T3,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2237.96,,
2764,2022T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1153.39,,,
2765,2022T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1171.09,,,
2766,2022T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,299.49,,,
2767,2022T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,317.23,,,
2768,2022T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,823.09,,,
2769,2022T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,0.7,,,
2770,2022T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,352.61,,,
2771,2022T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,890.36,,,
2772,2022T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,527.79,,,
2773,2022T3,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,950.56,,
2774,2022T3,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,728.4,,
2775,2022T3,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,875.0,,
2776,2022T4,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1127.0,
2777,2022T4,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,5092.0,
2778,2022T4,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,1487.0,
2779,2022T4,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,16749.0,
2780,2022T4,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5237.0,
2781,2022T4,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,15164.0,
2782,2022T4,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6765.0,
2783,2022T4,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2444.0,
2784,2022T4,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4037.0,
2785,2022T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,1660188.0
2786,2022T4,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,169159.0
2787,2022T4,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,2040118.0
2788,2022T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,80644.0
2789,2022T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6483468.0
2790,2022T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,5904724.0
2791,2022T4,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,12.63,,
2792,2022T4,España,Servicio mayorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,48.26,,
2793,2022T4,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,1240.92,,
2794,2022T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,194.63,,,
2795,2022T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,252.36,,,
2796,2022T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,652.39,,,
2797,2022T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,142.84,,,
2798,2022T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,417.94,,,
2799,2022T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,515.35,,,
2800,2022T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,40.14,,,
2801,2022T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,84.58,,,
2802,2022T4,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,420.67,,
2803,2022T4,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,415.07,,
2804,2022T4,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,162.68,,
2805,2022T4,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,125.31,,
2806,2022T4,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,629.51,,
2807,2022T4,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2451.17,,
2808,2022T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1137.26,,,
2809,2022T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1166.37,,,
2810,2022T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,307.73,,,
2811,2022T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,573.85,,,
2812,2022T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1060.44,,,
2813,2022T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,0.63,,,
2814,2022T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,339.66,,,
2815,2022T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,869.0,,,
2816,2022T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,614.59,,,
2817,2022T4,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,978.33,,
2818,2022T4,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,1001.97,,
2819,2022T4,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,883.24,,
2820,2023T1,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1155.0,
2821,2023T1,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,5534.0,
2822,2023T1,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,1493.0,
2823,2023T1,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,16762.0,
2824,2023T1,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5220.0,
2825,2023T1,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,15443.0,
2826,2023T1,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6688.0,
2827,2023T1,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2408.0,
2828,2023T1,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,3871.0,
2829,2023T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,1760765.0
2830,2023T1,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,217514.0
2831,2023T1,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,2206575.0
2832,2023T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,78329.0
2833,2023T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6509173.0
2834,2023T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,5775971.0
