_id,anno,pais,tipo_de_mercado,servicio,concepto,operador,tipo_de_ingreso,tipo_de_cliente,segmento,tipo_de_trafico,tipo_de_contrato,tipo_de_linea,tipo_de_mensaje,tipo_de_trafico_de_mensaje,tecnologia_de_acceso,velocidad_baf,tipo_de_oferta,tipo_de_tarifa,tipo_de_ce_minorista,tipo_de_circuito,tipo_de_emision,tipo_de_operador,tipo_de_medio,tipo_de_publicidad,tipo_de_contratacion,tipo_servicio_audiovisual_mayorista,tipo_de_ba_may,tipo_de_interconexion,tipo_de_tarificacion_en_interconexion,tipo_de_transmision_de_datos,tipo_de_ambito,tipo_de_acceso_de_infraestructuras,unidades,ingresos,ingresos_por_operador,clientes,clientes_por_operador,lineas_o_accesos,tasa_de_penetracion,lineas_o_accesos_por_operador,portabilidades,trafico,trafico_por_operador,mensajes,mensajes_por_operador_1,trafico_de_datos,trafico_de_datos_por_operador,circuitos,publicidad,contrataciones,fibra_oscura_por_operador,telefonos_publicos,cabinas,estaciones_base_por_operador
8540,2016,España,Servicio minorista,Telefonía fija,Líneas,Orange,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,3595009.0,,,,,,,,,,,,,,
8541,2016,España,Servicio minorista,Telefonía fija,Líneas,Resto,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,285540.0,,,,,,,,,,,,,,
8542,2016,España,Servicio minorista,Telefonía fija,Líneas,Resto,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,258200.0,,,,,,,,,,,,,,
8543,2016,España,Servicio minorista,Telefonía fija,Líneas,Vodafone,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,1259601.0,,,,,,,,,,,,,,
8544,2016,España,Servicio minorista,Telefonía fija,Líneas,Vodafone,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,3201324.0,,,,,,,,,,,,,,
8545,2016,España,Servicio minorista,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,,1752825.0,,,,,,,,,,,,,
8546,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Euskaltel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,1212.92,,,,,,,,,,,
8547,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,19.87,,,,,,,,,,,
8548,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,15552.69,,,,,,,,,,,
8549,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,7343.95,,,,,,,,,,,,
8550,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,974.84,,,,,,,,,,,,
8551,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,310.76,,,,,,,,,,,,
8552,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,1779.15,,,,,,,,,,,,
8553,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,85.07,,,,,,,,,,,,
8554,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,18828.88,,,,,,,,,,,,
8555,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,475.13,,,,,,,,,,,,
8556,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,260.84,,,,,,,,,,,,
8557,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,1848.09,,,,,,,,,,,,
8558,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,69.25,,,,,,,,,,,,
8559,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,6701.72,,,,,,,,,,,
8560,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,1106.51,,,,,,,,,,,
8561,2016,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,7382.25,,,,,,,,,,,
8562,2016,España,Servicio minorista,Telefonía móvil,Ingresos,Digi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,48.32,,,,,,,,,,,,,,,,,,,
8563,2016,España,Servicio minorista,Telefonía móvil,Ingresos,Grupo MASMOVIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,25.41,,,,,,,,,,,,,,,,,,,
8564,2016,España,Servicio minorista,Telefonía móvil,Ingresos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,1512.69,,,,,,,,,,,,,,,,,,,
8565,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Cuotas de alta y abono,N/A,N/A,N/A,Pospago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,2402.61,,,,,,,,,,,,,,,,,,,,
8566,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Cuotas de alta y abono,N/A,N/A,N/A,Prepago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,51.16,,,,,,,,,,,,,,,,,,,,
8567,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Pospago,N/A,Itinerancia internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,5.02,,,,,,,,,,,,,,,,,,,,
8568,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Pospago,N/A,MMS,Entre abonados OFF NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,6.88,,,,,,,,,,,,,,,,,,,,
8569,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Pospago,N/A,MMS,Entre abonados ON NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,7.05,,,,,,,,,,,,,,,,,,,,
8570,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Pospago,N/A,MMS,Red móvil internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.82,,,,,,,,,,,,,,,,,,,,
8571,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Pospago,N/A,SMS,Entre abonados OFF NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,38.75,,,,,,,,,,,,,,,,,,,,
8572,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Pospago,N/A,SMS,Entre abonados ON NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,32.6,,,,,,,,,,,,,,,,,,,,
8573,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Pospago,N/A,SMS,Red móvil internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,17.89,,,,,,,,,,,,,,,,,,,,
8574,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Pospago,N/A,SMS Profesional (A2P),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,63.25,,,,,,,,,,,,,,,,,,,,
8575,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Pospago,N/A,Tarificación adicional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,19.4,,,,,,,,,,,,,,,,,,,,
8576,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Prepago,N/A,Itinerancia internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.7,,,,,,,,,,,,,,,,,,,,
8577,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Prepago,N/A,MMS,Entre abonados OFF NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.44,,,,,,,,,,,,,,,,,,,,
8578,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Prepago,N/A,MMS,Entre abonados ON NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.35,,,,,,,,,,,,,,,,,,,,
8579,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Prepago,N/A,MMS,Red móvil internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.06,,,,,,,,,,,,,,,,,,,,
8580,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Prepago,N/A,SMS,Entre abonados OFF NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,9.64,,,,,,,,,,,,,,,,,,,,
8581,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Prepago,N/A,SMS,Entre abonados ON NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,8.73,,,,,,,,,,,,,,,,,,,,
8582,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Prepago,N/A,SMS,Red móvil internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,5.99,,,,,,,,,,,,,,,,,,,,
8583,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Mensajes cortos,N/A,N/A,N/A,Prepago,N/A,Tarificación adicional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,4.7,,,,,,,,,,,,,,,,,,,,
8584,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Otros,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,292.77,,,,,,,,,,,,,,,,,,,,
8585,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,A red móvil nacional OFF NET,Pospago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,390.94,,,,,,,,,,,,,,,,,,,,
8586,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,A red móvil nacional OFF NET,Prepago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,149.58,,,,,,,,,,,,,,,,,,,,
8587,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,A red móvil nacional ON NET,Pospago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,324.02,,,,,,,,,,,,,,,,,,,,
8588,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,A red móvil nacional ON NET,Prepago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,102.39,,,,,,,,,,,,,,,,,,,,
8589,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Fijos nacionales,Pospago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,94.34,,,,,,,,,,,,,,,,,,,,
8590,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Fijos nacionales,Prepago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,33.94,,,,,,,,,,,,,,,,,,,,
8591,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Inteligencia de red,Pospago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,222.06,,,,,,,,,,,,,,,,,,,,
8592,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Inteligencia de red,Prepago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,12.49,,,,,,,,,,,,,,,,,,,,
8593,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Internacional,Pospago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,191.62,,,,,,,,,,,,,,,,,,,,
8594,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Internacional,Prepago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,178.84,,,,,,,,,,,,,,,,,,,,
8595,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Itinerancia internacional,Pospago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,122.28,,,,,,,,,,,,,,,,,,,,
8596,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Itinerancia internacional,Prepago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,7.52,,,,,,,,,,,,,,,,,,,,
8597,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Otro tráfico,Pospago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,14.59,,,,,,,,,,,,,,,,,,,,
8598,2016,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Tráfico,N/A,N/A,Otro tráfico,Prepago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.65,,,,,,,,,,,,,,,,,,,,
8599,2016,España,Servicio minorista,Telefonía móvil,Ingresos,OMV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,412.14,,,,,,,,,,,,,,,,,,,
8600,2016,España,Servicio minorista,Telefonía móvil,Ingresos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,1031.07,,,,,,,,,,,,,,,,,,,
8601,2016,España,Servicio minorista,Telefonía móvil,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,1571.11,,,,,,,,,,,,,,,,,,,
8602,2016,España,Servicio minorista,Telefonía móvil,Ingresos,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,213.31,,,,,,,,,,,,,,,,,,,
8603,2016,España,Servicio minorista,Telefonía móvil,Líneas,Digi,N/A,N/A,Residencial,N/A,Pospago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,12869.0,,,,,,,,,,,,,,
8604,2016,España,Servicio minorista,Telefonía móvil,Líneas,Digi,N/A,N/A,Residencial,N/A,Prepago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,657297.0,,,,,,,,,,,,,,
8605,2016,España,Servicio minorista,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Residencial,N/A,Pospago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,463562.0,,,,,,,,,,,,,,
8606,2016,España,Servicio minorista,Telefonía móvil,Líneas,Grupo MASMOVIL,N/A,N/A,Residencial,N/A,Prepago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,119356.0,,,,,,,,,,,,,,
8607,2016,España,Servicio minorista,Telefonía móvil,Líneas,Movistar,N/A,N/A,N/A,N/A,Pospago,Líneas M2M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,2006349.0,,,,,,,,,,,,,,
8608,2016,España,Servicio minorista,Telefonía móvil,Líneas,Movistar,N/A,N/A,Negocios,N/A,Pospago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,5012843.0,,,,,,,,,,,,,,
8609,2016,España,Servicio minorista,Telefonía móvil,Líneas,Movistar,N/A,N/A,Residencial,N/A,Pospago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,7837809.0,,,,,,,,,,,,,,
8610,2016,España,Servicio minorista,Telefonía móvil,Líneas,Movistar,N/A,N/A,Residencial,N/A,Prepago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,2462577.0,,,,,,,,,,,,,,
8611,2016,España,Servicio minorista,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Pospago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,38950431.0,83.9,,,,,,,,,,,,,,,
8612,2016,España,Servicio minorista,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Pospago,Líneas M2M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,4479871.0,9.6,,,,,,,,,,,,,,,
8613,2016,España,Servicio minorista,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,N/A,Prepago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,12571076.0,27.1,,,,,,,,,,,,,,,
8614,2016,España,Servicio minorista,Telefonía móvil,Líneas,OMV,N/A,N/A,N/A,N/A,Pospago,Líneas M2M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,7.0,,,,,,,,,,,,,,
8615,2016,España,Servicio minorista,Telefonía móvil,Líneas,OMV,N/A,N/A,Negocios,N/A,Pospago,Líneas de voz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,208720.0,,,,,,,,,,,,,,
